# Function List
# Format: Function Name | Address | Size | Block Count
# ============================================================

sub_42f1f0                     | 0x42f1f0     | 14       | 1   
sub_42f1fe                     | 0x42f1fe     | 2        | 1   
sub_42f200                     | 0x42f200     | 14       | 1   
sub_42f20e                     | 0x42f20e     | 2        | 1   
sub_42f210                     | 0x42f210     | 14       | 1   
sub_42f21e                     | 0x42f21e     | 2        | 1   
sub_42f220                     | 0x42f220     | 14       | 1   
sub_42f22e                     | 0x42f22e     | 2        | 1   
sub_42f230                     | 0x42f230     | 14       | 1   
sub_42f23e                     | 0x42f23e     | 2        | 1   
sub_42f240                     | 0x42f240     | 14       | 1   
sub_42f24e                     | 0x42f24e     | 2        | 1   
sub_42f250                     | 0x42f250     | 14       | 1   
sub_42f25e                     | 0x42f25e     | 2        | 1   
sub_42f260                     | 0x42f260     | 14       | 1   
sub_42f26e                     | 0x42f26e     | 2        | 1   
sub_42f270                     | 0x42f270     | 14       | 1   
sub_42f27e                     | 0x42f27e     | 2        | 1   
sub_42f280                     | 0x42f280     | 14       | 1   
sub_42f28e                     | 0x42f28e     | 2        | 1   
sub_42f290                     | 0x42f290     | 14       | 1   
sub_42f29e                     | 0x42f29e     | 2        | 1   
sub_42f2a0                     | 0x42f2a0     | 14       | 1   
sub_42f2ae                     | 0x42f2ae     | 2        | 1   
sub_42f2b0                     | 0x42f2b0     | 14       | 1   
sub_42f2be                     | 0x42f2be     | 2        | 1   
sub_42f2c0                     | 0x42f2c0     | 14       | 1   
sub_42f2ce                     | 0x42f2ce     | 2        | 1   
sub_42f2d0                     | 0x42f2d0     | 14       | 1   
sub_42f2de                     | 0x42f2de     | 2        | 1   
sub_42f2e0                     | 0x42f2e0     | 14       | 1   
sub_42f2ee                     | 0x42f2ee     | 2        | 1   
sub_42f2f0                     | 0x42f2f0     | 14       | 1   
sub_42f2fe                     | 0x42f2fe     | 2        | 1   
sub_42f300                     | 0x42f300     | 14       | 1   
sub_42f30e                     | 0x42f30e     | 2        | 1   
sub_42f310                     | 0x42f310     | 14       | 1   
sub_42f31e                     | 0x42f31e     | 2        | 1   
sub_42f320                     | 0x42f320     | 14       | 1   
sub_42f32e                     | 0x42f32e     | 2        | 1   
sub_42f330                     | 0x42f330     | 14       | 1   
sub_42f33e                     | 0x42f33e     | 2        | 1   
sub_42f340                     | 0x42f340     | 14       | 1   
sub_42f34e                     | 0x42f34e     | 2        | 1   
sub_42f350                     | 0x42f350     | 14       | 1   
sub_42f35e                     | 0x42f35e     | 2        | 1   
sub_42f360                     | 0x42f360     | 14       | 1   
sub_42f36e                     | 0x42f36e     | 2        | 1   
sub_42f370                     | 0x42f370     | 14       | 1   
sub_42f37e                     | 0x42f37e     | 2        | 1   
sub_42f380                     | 0x42f380     | 14       | 1   
sub_42f38e                     | 0x42f38e     | 2        | 1   
sub_42f390                     | 0x42f390     | 14       | 1   
sub_42f39e                     | 0x42f39e     | 2        | 1   
sub_42f3a0                     | 0x42f3a0     | 14       | 1   
sub_42f3ae                     | 0x42f3ae     | 2        | 1   
sub_42f3b0                     | 0x42f3b0     | 14       | 1   
sub_42f3be                     | 0x42f3be     | 2        | 1   
sub_42f3c0                     | 0x42f3c0     | 14       | 1   
sub_42f3ce                     | 0x42f3ce     | 2        | 1   
sub_42f3d0                     | 0x42f3d0     | 14       | 1   
sub_42f3de                     | 0x42f3de     | 2        | 1   
sub_42f3e0                     | 0x42f3e0     | 14       | 1   
sub_42f3ee                     | 0x42f3ee     | 2        | 1   
sub_42f3f0                     | 0x42f3f0     | 14       | 1   
sub_42f3fe                     | 0x42f3fe     | 2        | 1   
sub_42f400                     | 0x42f400     | 14       | 1   
sub_42f40e                     | 0x42f40e     | 2        | 1   
sub_42f410                     | 0x42f410     | 14       | 1   
sub_42f41e                     | 0x42f41e     | 2        | 1   
sub_42f420                     | 0x42f420     | 14       | 1   
sub_42f42e                     | 0x42f42e     | 2        | 1   
sub_42f430                     | 0x42f430     | 14       | 1   
sub_42f43e                     | 0x42f43e     | 2        | 1   
sub_42f440                     | 0x42f440     | 14       | 1   
sub_42f44e                     | 0x42f44e     | 2        | 1   
sub_42f450                     | 0x42f450     | 14       | 1   
sub_42f45e                     | 0x42f45e     | 2        | 1   
sub_42f460                     | 0x42f460     | 14       | 1   
sub_42f46e                     | 0x42f46e     | 2        | 1   
sub_42f470                     | 0x42f470     | 14       | 1   
sub_42f47e                     | 0x42f47e     | 2        | 1   
sub_42f480                     | 0x42f480     | 14       | 1   
sub_42f48e                     | 0x42f48e     | 2        | 1   
sub_42f490                     | 0x42f490     | 14       | 1   
sub_42f49e                     | 0x42f49e     | 2        | 1   
sub_42f4a0                     | 0x42f4a0     | 14       | 1   
sub_42f4ae                     | 0x42f4ae     | 2        | 1   
sub_42f4b0                     | 0x42f4b0     | 14       | 1   
sub_42f4be                     | 0x42f4be     | 2        | 1   
sub_42f4c0                     | 0x42f4c0     | 14       | 1   
sub_42f4ce                     | 0x42f4ce     | 2        | 1   
sub_42f4d0                     | 0x42f4d0     | 14       | 1   
sub_42f4de                     | 0x42f4de     | 2        | 1   
sub_42f4e0                     | 0x42f4e0     | 14       | 1   
sub_42f4ee                     | 0x42f4ee     | 2        | 1   
sub_42f4f0                     | 0x42f4f0     | 14       | 1   
sub_42f4fe                     | 0x42f4fe     | 2        | 1   
sub_42f500                     | 0x42f500     | 14       | 1   
sub_42f50e                     | 0x42f50e     | 2        | 1   
sub_42f510                     | 0x42f510     | 14       | 1   
sub_42f51e                     | 0x42f51e     | 2        | 1   
sub_42f520                     | 0x42f520     | 14       | 1   
sub_42f52e                     | 0x42f52e     | 2        | 1   
sub_42f530                     | 0x42f530     | 14       | 1   
sub_42f53e                     | 0x42f53e     | 2        | 1   
sub_42f540                     | 0x42f540     | 14       | 1   
sub_42f54e                     | 0x42f54e     | 2        | 1   
sub_42f550                     | 0x42f550     | 14       | 1   
sub_42f55e                     | 0x42f55e     | 2        | 1   
sub_42f560                     | 0x42f560     | 14       | 1   
sub_42f56e                     | 0x42f56e     | 2        | 1   
sub_42f570                     | 0x42f570     | 14       | 1   
sub_42f57e                     | 0x42f57e     | 2        | 1   
sub_42f580                     | 0x42f580     | 14       | 1   
sub_42f58e                     | 0x42f58e     | 2        | 1   
sub_42f590                     | 0x42f590     | 14       | 1   
sub_42f59e                     | 0x42f59e     | 2        | 1   
sub_42f5a0                     | 0x42f5a0     | 14       | 1   
sub_42f5ae                     | 0x42f5ae     | 2        | 1   
sub_42f5b0                     | 0x42f5b0     | 14       | 1   
sub_42f5be                     | 0x42f5be     | 2        | 1   
sub_42f5c0                     | 0x42f5c0     | 14       | 1   
sub_42f5ce                     | 0x42f5ce     | 2        | 1   
sub_42f5d0                     | 0x42f5d0     | 14       | 1   
sub_42f5de                     | 0x42f5de     | 2        | 1   
sub_42f5e0                     | 0x42f5e0     | 14       | 1   
sub_42f5ee                     | 0x42f5ee     | 2        | 1   
sub_42f5f0                     | 0x42f5f0     | 14       | 1   
sub_42f5fe                     | 0x42f5fe     | 2        | 1   
sub_42f600                     | 0x42f600     | 14       | 1   
sub_42f60e                     | 0x42f60e     | 2        | 1   
sub_42f610                     | 0x42f610     | 14       | 1   
sub_42f61e                     | 0x42f61e     | 2        | 1   
sub_42f620                     | 0x42f620     | 14       | 1   
sub_42f62e                     | 0x42f62e     | 2        | 1   
sub_42f630                     | 0x42f630     | 14       | 1   
sub_42f63e                     | 0x42f63e     | 2        | 1   
sub_42f640                     | 0x42f640     | 14       | 1   
sub_42f64e                     | 0x42f64e     | 2        | 1   
sub_42f650                     | 0x42f650     | 14       | 1   
sub_42f65e                     | 0x42f65e     | 2        | 1   
sub_42f660                     | 0x42f660     | 14       | 1   
sub_42f66e                     | 0x42f66e     | 2        | 1   
sub_42f670                     | 0x42f670     | 14       | 1   
sub_42f67e                     | 0x42f67e     | 2        | 1   
sub_42f680                     | 0x42f680     | 14       | 1   
sub_42f68e                     | 0x42f68e     | 2        | 1   
sub_42f690                     | 0x42f690     | 14       | 1   
sub_42f69e                     | 0x42f69e     | 2        | 1   
sub_42f6a0                     | 0x42f6a0     | 14       | 1   
sub_42f6ae                     | 0x42f6ae     | 2        | 1   
sub_42f6b0                     | 0x42f6b0     | 14       | 1   
sub_42f6be                     | 0x42f6be     | 2        | 1   
sub_42f6c0                     | 0x42f6c0     | 14       | 1   
sub_42f6ce                     | 0x42f6ce     | 2        | 1   
sub_42f6d0                     | 0x42f6d0     | 14       | 1   
sub_42f6de                     | 0x42f6de     | 2        | 1   
sub_42f6e0                     | 0x42f6e0     | 14       | 1   
sub_42f6ee                     | 0x42f6ee     | 2        | 1   
sub_42f6f0                     | 0x42f6f0     | 14       | 1   
sub_42f6fe                     | 0x42f6fe     | 2        | 1   
sub_42f700                     | 0x42f700     | 14       | 1   
sub_42f70e                     | 0x42f70e     | 2        | 1   
sub_42f710                     | 0x42f710     | 14       | 1   
sub_42f71e                     | 0x42f71e     | 2        | 1   
sub_42f720                     | 0x42f720     | 14       | 1   
sub_42f72e                     | 0x42f72e     | 2        | 1   
sub_42f730                     | 0x42f730     | 14       | 1   
sub_42f73e                     | 0x42f73e     | 2        | 1   
sub_42f740                     | 0x42f740     | 14       | 1   
sub_42f74e                     | 0x42f74e     | 2        | 1   
sub_42f750                     | 0x42f750     | 14       | 1   
sub_42f75e                     | 0x42f75e     | 2        | 1   
sub_42f760                     | 0x42f760     | 14       | 1   
sub_42f76e                     | 0x42f76e     | 2        | 1   
free                           | 0x42f770     | 10       | 1   
calloc                         | 0x42f780     | 10       | 1   
__cxa_finalize                 | 0x42f790     | 10       | 1   
__strcat_chk                   | 0x42f7a0     | 10       | 1   
mkstemps                       | 0x42f7b0     | 10       | 1   
getenv                         | 0x42f7c0     | 10       | 1   
__isoc23_strtoul               | 0x42f7d0     | 10       | 1   
__snprintf_chk                 | 0x42f7e0     | 10       | 1   
dlerror                        | 0x42f7f0     | 10       | 1   
utimensat                      | 0x42f800     | 10       | 1   
strcasecmp                     | 0x42f810     | 10       | 1   
__vfprintf_chk                 | 0x42f820     | 10       | 1   
abort                          | 0x42f830     | 10       | 1   
__errno_location               | 0x42f840     | 10       | 1   
unlink                         | 0x42f850     | 10       | 1   
strncpy                        | 0x42f860     | 10       | 1   
strncmp                        | 0x42f870     | 10       | 1   
__isoc23_strtoull              | 0x42f880     | 10       | 1   
_exit                          | 0x42f890     | 10       | 1   
strcpy                         | 0x42f8a0     | 10       | 1   
__isoc23_sscanf                | 0x42f8b0     | 10       | 1   
ferror                         | 0x42f8c0     | 10       | 1   
qsort                          | 0x42f8d0     | 10       | 1   
fread                          | 0x42f8e0     | 10       | 1   
strtod                         | 0x42f8f0     | 10       | 1   
fcntl                          | 0x42f900     | 10       | 1   
write                          | 0x42f910     | 10       | 1   
textdomain                     | 0x42f920     | 10       | 1   
fclose                         | 0x42f930     | 10       | 1   
opendir                        | 0x42f940     | 10       | 1   
ctime                          | 0x42f950     | 10       | 1   
bindtextdomain                 | 0x42f960     | 10       | 1   
stpcpy                         | 0x42f970     | 10       | 1   
rmdir                          | 0x42f980     | 10       | 1   
dcgettext                      | 0x42f990     | 10       | 1   
strlen                         | 0x42f9a0     | 10       | 1   
__stack_chk_fail               | 0x42f9b0     | 10       | 1   
getuid                         | 0x42f9c0     | 10       | 1   
mmap                           | 0x42f9d0     | 10       | 1   
getopt_long                    | 0x42f9e0     | 10       | 1   
strchr                         | 0x42f9f0     | 10       | 1   
strrchr                        | 0x42fa00     | 10       | 1   
dup                            | 0x42fa10     | 10       | 1   
lseek                          | 0x42fa20     | 10       | 1   
__assert_fail                  | 0x42fa30     | 10       | 1   
fputs                          | 0x42fa40     | 10       | 1   
fnmatch                        | 0x42fa50     | 10       | 1   
memset                         | 0x42fa60     | 10       | 1   
strnlen                        | 0x42fa70     | 10       | 1   
getcwd                         | 0x42fa80     | 10       | 1   
close                          | 0x42fa90     | 10       | 1   
__realpath_chk                 | 0x42faa0     | 10       | 1   
strspn                         | 0x42fab0     | 10       | 1   
closedir                       | 0x42fac0     | 10       | 1   
fputc                          | 0x42fad0     | 10       | 1   
memchr                         | 0x42fae0     | 10       | 1   
ftello64                       | 0x42faf0     | 10       | 1   
read                           | 0x42fb00     | 10       | 1   
lstat                          | 0x42fb10     | 10       | 1   
memcmp                         | 0x42fb20     | 10       | 1   
sbrk                           | 0x42fb30     | 10       | 1   
strcmp                         | 0x42fb40     | 10       | 1   
putc                           | 0x42fb50     | 10       | 1   
dlopen                         | 0x42fb60     | 10       | 1   
__memmove_chk                  | 0x42fb70     | 10       | 1   
__memcpy_chk                   | 0x42fb80     | 10       | 1   
ftell                          | 0x42fb90     | 10       | 1   
feof                           | 0x42fba0     | 10       | 1   
umask                          | 0x42fbb0     | 10       | 1   
fopen64                        | 0x42fbc0     | 10       | 1   
stat                           | 0x42fbd0     | 10       | 1   
memcpy                         | 0x42fbe0     | 10       | 1   
time                           | 0x42fbf0     | 10       | 1   
__isoc23_strtol                | 0x42fc00     | 10       | 1   
fileno                         | 0x42fc10     | 10       | 1   
__stpcpy_chk                   | 0x42fc20     | 10       | 1   
getgid                         | 0x42fc30     | 10       | 1   
readdir                        | 0x42fc40     | 10       | 1   
malloc                         | 0x42fc50     | 10       | 1   
strncasecmp                    | 0x42fc60     | 10       | 1   
fflush                         | 0x42fc70     | 10       | 1   
__vasprintf_chk                | 0x42fc80     | 10       | 1   
mkstemp                        | 0x42fc90     | 10       | 1   
fseek                          | 0x42fca0     | 10       | 1   
fseeko64                       | 0x42fcb0     | 10       | 1   
__vsnprintf_chk                | 0x42fcc0     | 10       | 1   
__strncpy_chk                  | 0x42fcd0     | 10       | 1   
setrlimit                      | 0x42fce0     | 10       | 1   
realloc                        | 0x42fcf0     | 10       | 1   
__strcpy_chk                   | 0x42fd00     | 10       | 1   
fdopen                         | 0x42fd10     | 10       | 1   
mkdtemp                        | 0x42fd20     | 10       | 1   
munmap                         | 0x42fd30     | 10       | 1   
setlocale                      | 0x42fd40     | 10       | 1   
__printf_chk                   | 0x42fd50     | 10       | 1   
fchmod                         | 0x42fd60     | 10       | 1   
chmod                          | 0x42fd70     | 10       | 1   
__fread_chk                    | 0x42fd80     | 10       | 1   
memmove                        | 0x42fd90     | 10       | 1   
open                           | 0x42fda0     | 10       | 1   
access                         | 0x42fdb0     | 10       | 1   
fopen                          | 0x42fdc0     | 10       | 1   
sysconf                        | 0x42fdd0     | 10       | 1   
towlower                       | 0x42fde0     | 10       | 1   
dlsym                          | 0x42fdf0     | 10       | 1   
strcat                         | 0x42fe00     | 10       | 1   
getpagesize                    | 0x42fe10     | 10       | 1   
__memset_chk                   | 0x42fe20     | 10       | 1   
exit                           | 0x42fe30     | 10       | 1   
fwrite                         | 0x42fe40     | 10       | 1   
__fprintf_chk                  | 0x42fe50     | 10       | 1   
getrlimit                      | 0x42fe60     | 10       | 1   
strdup                         | 0x42fe70     | 10       | 1   
strerror                       | 0x42fe80     | 10       | 1   
dlclose                        | 0x42fe90     | 10       | 1   
fstat                          | 0x42fea0     | 10       | 1   
getc                           | 0x42feb0     | 10       | 1   
strstr                         | 0x42fec0     | 10       | 1   
__sprintf_chk                  | 0x42fed0     | 10       | 1   
debug_set_class_id.isra.0.cold | 0x42ff00     | 31       | 1   
debug_write_type.cold          | 0x42ff1f     | 31       | 1   
debug_write_name.cold          | 0x42ff81     | 5        | 1   
debug_set_filename.cold        | 0x42ff86     | 31       | 1   
stab_demangle_v3_arg.cold      | 0x42ffa5     | 5        | 1   
stab_demangle_template.cold    | 0x42ffaa     | 5        | 1   
stab_function_parameter.cold   | 0x42ffaf     | 5        | 1   
stab_class_static_member.cold  | 0x42ffb4     | 5        | 1   
stab_class_baseclass.cold      | 0x42ffb9     | 5        | 1   
stab_struct_field.cold         | 0x42ffbe     | 5        | 1   
stab_variable.cold             | 0x42ffc3     | 5        | 1   
stab_class_method_var.cold     | 0x42ffc8     | 5        | 1   
bfd_get_archive_filename.cold  | 0x42ffcd     | 31       | 1   
elf_x86_64_reloc_type_class.cold | 0x42ffec     | 10       | 1   
elf_x86_64_finish_dynamic_symbol.cold | 0x42fff6     | 10       | 1   
elf_x86_64_scan_relocs.cold    | 0x430000     | 10       | 1   
_bfd_x86_elf_write_sframe_plt.isra.0.cold | 0x43000a     | 10       | 1   
_bfd_x86_elf_merge_gnu_properties.cold | 0x430014     | 10       | 1   
elf_link_sort_relocs.constprop.0.cold | 0x43001e     | 12       | 1   
bfd_elf_final_link.cold        | 0x43002a     | 27       | 2   
elf_i386_finish_dynamic_symbol.cold | 0x430045     | 9        | 1   
pex64_bfd_print_pdata_section.isra.0.cold | 0x43004e     | 10       | 1   
sframe_fre_start_addr_size.part.0 | 0x430058     | 34       | 1   
sframe_decode_fre_start_address.isra.0.cold | 0x43007a     | 6        | 1   
flip_sframe.cold               | 0x430080     | 5        | 1   
sframe_decode_fre.cold         | 0x430085     | 36       | 2   
sframe_fde_create_func_info.cold | 0x4300a9     | 31       | 1   
sframe_decoder_get_fre.cold    | 0x4300e7     | 31       | 1   
sframe_encoder_add_fre.cold    | 0x430125     | 31       | 1   
sframe_encoder_write.cold      | 0x430168     | 36       | 2   
cplus_demangle_type.cold       | 0x430208     | 43       | 2   
htab_expand.cold               | 0x430233     | 5        | 1   
htab_clear_slot.cold           | 0x430238     | 5        | 1   
make_temp_file_with_prefix.cold | 0x43023d     | 5        | 1   
sub_430242                     | 0x430242     | 14       | 1   
main                           | 0x430250     | 13320    | 894 
sub_430fae                     | 0x430fae     | 2        | 1   
sub_431092                     | 0x431092     | 6        | 1   
sub_431bfb                     | 0x431bfb     | 5        | 1   
sub_431c25                     | 0x431c25     | 3        | 1   
sub_431c38                     | 0x431c38     | 8        | 1   
bfd_init_pagesize              | 0x433320     | 78       | 4   
sub_43336e                     | 0x43336e     | 2        | 1   
_start                         | 0x433370     | 37       | 1   
sub_433395                     | 0x433395     | 1        | 1   
sub_433396                     | 0x433396     | 10       | 1   
deregister_tm_clones           | 0x4333a0     | 41       | 5   
sub_4333c9                     | 0x4333c9     | 7        | 1   
register_tm_clones             | 0x4333d0     | 57       | 5   
sub_433409                     | 0x433409     | 7        | 1   
__do_global_dtors_aux          | 0x433410     | 54       | 6   
sub_433445                     | 0x433445     | 3        | 1   
sub_433449                     | 0x433449     | 7        | 1   
frame_dummy                    | 0x433450     | 9        | 1   
sub_433459                     | 0x433459     | 7        | 1   
compare_section_lma            | 0x433460     | 142      | 11  
sub_4334dc                     | 0x4334dc     | 4        | 1   
sub_4334ef                     | 0x4334ef     | 1        | 1   
delete_symbol_htabs            | 0x4334f0     | 148      | 13  
sub_433582                     | 0x433582     | 6        | 1   
sub_43358a                     | 0x43358a     | 6        | 1   
create_symbol_htab             | 0x433590     | 40       | 1   
sub_4335b8                     | 0x4335b8     | 8        | 1   
eq_string_redefnode            | 0x4335c0     | 32       | 2   
htab_hash_redefnode            | 0x4335e0     | 12       | 1   
sub_4335ec                     | 0x4335ec     | 4        | 1   
check_new_section_flags        | 0x4335f0     | 169      | 11  
sub_433621                     | 0x433621     | 7        | 1   
section_add_load_file          | 0x4336a0     | 273      | 21  
sub_4336df                     | 0x4336df     | 1        | 1   
sub_433732                     | 0x433732     | 6        | 1   
add_redefine_and_check         | 0x4337b0     | 240      | 15  
find_section_list              | 0x4338a0     | 478      | 44  
sub_433951                     | 0x433951     | 7        | 1   
sub_4339cd                     | 0x4339cd     | 3        | 1   
sub_433a66                     | 0x433a66     | 10       | 1   
is_specified_symbol_predicate  | 0x433a70     | 71       | 9   
sub_433a95                     | 0x433a95     | 3        | 1   
sub_433aa3                     | 0x433aa3     | 5        | 1   
sub_433abd                     | 0x433abd     | 3        | 1   
parse_flags                    | 0x433ac0     | 704      | 58  
sub_433add                     | 0x433add     | 3        | 1   
sub_433b51                     | 0x433b51     | 7        | 1   
sub_433b65                     | 0x433b65     | 3        | 1   
sub_433b8a                     | 0x433b8a     | 6        | 1   
sub_433baf                     | 0x433baf     | 1        | 1   
sub_433bd2                     | 0x433bd2     | 6        | 1   
sub_433bf7                     | 0x433bf7     | 9        | 1   
add_specific_symbols           | 0x433d80     | 651      | 56  
sub_433dbd                     | 0x433dbd     | 3        | 1   
sub_433e95                     | 0x433e95     | 3        | 1   
sub_433f1f                     | 0x433f1f     | 1        | 1   
sub_433f36                     | 0x433f36     | 10       | 1   
copy_usage                     | 0x434000     | 313      | 18  
sub_434139                     | 0x434139     | 7        | 1   
startswith                     | 0x434140     | 46       | 3   
sub_43416e                     | 0x43416e     | 2        | 1   
convert_efi_target             | 0x434170     | 443      | 29  
sub_4342e2                     | 0x4342e2     | 14       | 1   
copy_unknown_file              | 0x4342f0     | 385      | 31  
sub_434349                     | 0x434349     | 7        | 1   
sub_4343bb                     | 0x4343bb     | 5        | 1   
sub_4343ea                     | 0x4343ea     | 6        | 1   
sub_43441e                     | 0x43441e     | 2        | 1   
sub_43445b                     | 0x43445b     | 5        | 1   
sub_43446c                     | 0x43446c     | 4        | 1   
sub_434485                     | 0x434485     | 11       | 1   
create_new_symbol              | 0x434490     | 138      | 9   
sub_4344e2                     | 0x4344e2     | 6        | 1   
sort_gnu_build_notes           | 0x434520     | 129      | 14  
sub_43454a                     | 0x43454a     | 6        | 1   
sub_4345a1                     | 0x4345a1     | 7        | 1   
sub_4345ae                     | 0x4345ae     | 2        | 1   
power_of_two.part.0            | 0x4345b0     | 41       | 6   
sub_4345d9                     | 0x4345d9     | 7        | 1   
init_section_add               | 0x4345e0     | 144      | 8   
compare_gnu_build_notes        | 0x434670     | 164      | 11  
sub_4346fd                     | 0x4346fd     | 3        | 1   
sub_434717                     | 0x434717     | 9        | 1   
is_dwo_section.isra.0          | 0x434720     | 75       | 9   
sub_43475e                     | 0x43475e     | 2        | 1   
sub_434763                     | 0x434763     | 5        | 1   
sub_43476e                     | 0x43476e     | 2        | 1   
is_strip_section_1.isra.0      | 0x434770     | 570      | 44  
sub_4347c4                     | 0x4347c4     | 4        | 1   
sub_434857                     | 0x434857     | 9        | 1   
sub_4348ff                     | 0x4348ff     | 1        | 1   
sub_43492a                     | 0x43492a     | 6        | 1   
sub_43498a                     | 0x43498a     | 6        | 1   
is_mergeable_note_section      | 0x434990     | 71       | 6   
sub_4349a8                     | 0x4349a8     | 8        | 1   
sub_4349df                     | 0x4349df     | 1        | 1   
is_strip_section.isra.0        | 0x4349e0     | 334      | 30  
sub_434a29                     | 0x434a29     | 7        | 1   
sub_434a57                     | 0x434a57     | 9        | 1   
sub_434a9d                     | 0x434a9d     | 3        | 1   
sub_434aca                     | 0x434aca     | 6        | 1   
sub_434af2                     | 0x434af2     | 6        | 1   
sub_434b4d                     | 0x434b4d     | 3        | 1   
skip_section                   | 0x434b50     | 178      | 17  
sub_434b69                     | 0x434b69     | 7        | 1   
sub_434b9a                     | 0x434b9a     | 6        | 1   
sub_434bfa                     | 0x434bfa     | 6        | 1   
filter_symbols                 | 0x434c00     | 2942     | 199 
sub_434cac                     | 0x434cac     | 4        | 1   
sub_43506b                     | 0x43506b     | 5        | 1   
sub_4350ff                     | 0x4350ff     | 1        | 1   
sub_435159                     | 0x435159     | 7        | 1   
sub_43516b                     | 0x43516b     | 5        | 1   
sub_43518f                     | 0x43518f     | 1        | 1   
sub_4351b5                     | 0x4351b5     | 3        | 1   
sub_4351f7                     | 0x4351f7     | 9        | 1   
sub_435241                     | 0x435241     | 7        | 1   
sub_43527d                     | 0x43527d     | 3        | 1   
sub_4352ab                     | 0x4352ab     | 5        | 1   
sub_4352b8                     | 0x4352b8     | 8        | 1   
sub_435321                     | 0x435321     | 7        | 1   
sub_435361                     | 0x435361     | 7        | 1   
sub_4354cd                     | 0x4354cd     | 3        | 1   
sub_4355db                     | 0x4355db     | 5        | 1   
sub_4356a5                     | 0x4356a5     | 11       | 1   
copy_object                    | 0x4356b0     | 13996    | 921 
sub_4359eb                     | 0x4359eb     | 5        | 1   
sub_435d5d                     | 0x435d5d     | 3        | 1   
sub_435d8d                     | 0x435d8d     | 3        | 1   
sub_435da6                     | 0x435da6     | 10       | 1   
sub_435dc4                     | 0x435dc4     | 4        | 1   
sub_435df1                     | 0x435df1     | 7        | 1   
sub_435e0d                     | 0x435e0d     | 3        | 1   
sub_435e3b                     | 0x435e3b     | 5        | 1   
sub_435e6a                     | 0x435e6a     | 6        | 1   
sub_435ebf                     | 0x435ebf     | 1        | 1   
sub_435edc                     | 0x435edc     | 4        | 1   
sub_435efc                     | 0x435efc     | 4        | 1   
sub_435f1c                     | 0x435f1c     | 4        | 1   
